city,lng,lat,count
乌拉特前旗,109.10529705882409,40.90599326088688,7
北海,109.12262791919323,21.472718235009687,7
营口,122.23339137079269,40.66865106647352,7
桐城,116.95355904596255,30.97256797210734,7
定边,107.75429308030043,37.388791134451644,7
三亚,109.52277128135884,18.257775914897483,7
绥德,110.39614377168353,37.52086133341383,7
吉首,109.77092578557932,28.317142599326463,7
清河城,124.2757801644583,42.50855704819172,7
朔州,112.47992772666272,39.33767196622064,7
泾县,118.37604020628753,30.599286819491837,7
益阳,112.36654664522563,28.58808777988717,7
太谷,112.73643253248883,37.407696414458925,6
台州,121.44061293593727,28.668283285674367,6
德阳,104.40239781824484,31.131139652701417,6
萍乡,113.85991703300718,27.639544222952306,6
乌兰浩特,122.08153380950299,46.11694357016496,6
隆昌,105.25295771713975,29.36786874915794,6
阿图什,76.86715402185523,40.131229698740405,6
遂宁,105.56488779226322,30.55749135037996,6
奎屯,85.01393440151206,44.55955677899691,6
牟平,121.5692400515546,37.272445856085255,6
虎门,112.08725257929449,21.788415503447272,6
新县,114.85908905243073,31.646279005794355,6
鸡西,130.94176727325066,45.32153988655108,6
潜江,112.76876801685833,30.34311579260133,6
酒泉,98.50841450616744,39.74147376815896,6
忻州,112.72793882880985,38.46103057295889,6
井冈山,114.12543918071499,26.633149538062607,6
瑞金,115.98586699622393,25.921831361760326,6
昭通,103.72502065573349,27.340632963635457,6
盐城,120.14887181793894,33.379861877120995,6
霸州,116.5743059897649,39.10932007905548,6
梅河口,125.72351563218488,42.54264989265649,6
绥化,126.98909457163498,46.64606392699692,6
海阳,121.11361421128213,36.861587988875065,6
焉耆,86.07606847595015,42.09610370793745,6
那曲,92.06701836885875,31.480679830119627,6
燕郊,116.8917555482995,39.95649372151026,6
贵港,109.61370755657885,23.10337316440881,6
宜春,114.40003867155777,27.811129895842885,6
济源,112.40383005708094,35.09389309450756,5
天柱山,117.90279634728589,24.62080618389086,5
永川,105.88035760367573,29.29648764699071,5
惠州,114.41065807997101,23.11353985240842,5
鳌江,119.49291291256117,26.227722416033426,5
荆门,112.21733029896677,31.04261120294864,5
民权,115.17841405829013,34.69611652432266,5
嘉峪关,98.281634585257,39.80239732673353,5
九台,125.96882675838017,44.194372106981,5
甘谷,105.27453175251577,34.809420550799004,5
阳信,117.57342951075837,37.605500456411555,5
万源,107.99381097492879,31.986241088206395,5
辽源,125.13368605218399,42.923302619053665,5
诏安,117.1329419569669,23.874040725389637,5
郓城,115.8946323524563,35.61297951972669,5
淮北,116.79144742863005,33.96002330536412,5
肃宁,115.88581610558234,38.42220712282884,5
长汀,116.37188399052417,25.69695849547561,5
锡林浩特,116.13694826431457,44.07896112909946,5
永州,111.61464768615666,26.435971646759207,5
六盘水,104.85208676006856,26.59186606031868,5
连云港,119.17387221741889,34.60154896700999,5
福清,119.37754701318562,25.638120577122187,5
滦县,118.58377725189884,39.785508848228524,5
峨眉,109.33593712009724,22.49546949018848,5
沙城,120.81245798625179,27.888166569727723,5
兴国,115.4465072581216,26.42520060132647,5
巴中,106.75791584175442,31.869189159159983,5
巴楚,78.90713899545392,39.6181074998455,5
泰山,117.18390217966451,36.21545724131077,5
玉溪,102.54506789248256,24.370447134438425,5
贺州,111.5525941788367,24.41105354711281,5
平凉,106.68891115654719,35.550110190016646,5
邓州,112.05686057639942,32.684649552172985,5
平遥,112.26549326017494,37.14808977846167,5
隆化,117.56992967904758,41.517994972230575,5
重庆北,106.53063501341296,29.54460610888615,5
太湖,116.18253924826962,30.5010996650404,5
神木,110.33126976909105,38.82903586595584,5
洪洞,111.65937789134962,36.32551418032607,5
辽阳,123.17245120514733,41.27333926556943,4
下花园,115.35049833098363,40.56883692865251,4
东台,120.5637694714376,32.79144254828859,4
武夷山,118.01154264631502,27.748135171112096,4
福安,119.65627713286024,27.05589671479905,4
临清,115.78260175172889,36.78206947311332,4
抚州,116.36091886693136,27.954545170269935,4
楚雄,101.3286379991764,24.880252472650806,4
三河县,117.02128418408721,39.96742764877024,4
文水,111.96499464977616,37.459705909704425,4
日喀则,88.95606277351817,29.26816003265482,4
新化,111.24684472008677,27.873272599438792,4
杨陵,108.05873803757561,34.290198720106446,4
秀山,109.02532125367753,28.498315398405296,4
晋江,118.55865054225015,24.72963829769785,4
梁山,116.12480570072432,35.80160624971607,4
肇庆,112.4796533699162,23.078663282928925,4
费县,117.98583765074815,35.25497079311155,4
新余,114.9471174167892,27.82232155862896,4
中卫,105.19675419935521,37.52112419159455,4
晋中,112.73851439991773,37.69336152679759,4
醴陵,113.47062497305373,27.66227857387793,4
扎兰屯,121.92920216562221,47.743403383099974,4
平南南,110.41260119285069,23.53868288368454,4
西乡,107.7537124143854,32.89490280165655,4
茂名,110.93124533067585,21.66822571882161,4
自贡,104.77607133936438,29.359156889475667,4
韶山,112.53309503972456,27.927332779842192,4
濮阳,115.02662744067226,35.75329788820758,4
宣城,118.75209631098257,30.951642354295757,4
澧县,111.70770306732227,29.750168137633175,4
靖边,108.8132592546222,37.48421580549166,4
华山,116.95053137014742,24.09252279857813,4
莒南,118.89007890267528,35.21312322003471,4
滦平,117.36956340989389,40.924820741760996,4
霍州,111.83083562619586,36.59967782911543,4
湘潭,112.93555563303435,27.83509505297878,4
叶城,77.2236309152455,36.99301396190364,4
叶柏寿,119.65606352618298,41.40817192288826,4
渑池,111.80253536997749,34.83969142922378,4
和田,79.91581373103855,37.15334973968139,4
嘉善,120.9088728159654,30.905748069187133,4
涪陵,107.34079973802694,29.66467054055969,4
海石湾,102.87062810241994,36.349144564469235,4
城固,107.26083703888702,33.22358282738842,4
巨野,116.0411312218538,35.279400360462056,4
河津,110.70853926352623,35.63189104909055,4
汝州,112.81271748030389,34.16277754545299,4
瑞安,120.46834036334504,27.829230528329532,4
慈利,110.93620035369767,29.39769277103526,4
于都,115.50889266701078,25.93677166072324,4
五原,108.07228406064701,41.04542666481667,4
徽县,106.0333170396453,33.89285120443273,4
白山,126.43579767534614,41.94585939701795,4
都匀,107.47755892677523,26.153657135480728,4
开原,124.28377598099235,42.47122328912789,4
建水,102.88967448621588,23.68391397560679,4
彭水,108.27286773419205,29.359628264893676,4
珲春,130.70236659183635,43.07471934073669,4
永济,110.48894872130789,34.89467151075451,4
公主岭,124.68588222069599,43.79182606757778,4
克拉玛依,84.92698963494786,45.20391924603892,4
鄂尔多斯,109.99370625145134,39.81648956060153,4
酉阳,108.80680823732504,28.90527766239135,4
灵宝,110.77973742779321,34.437104010525125,3
玉田,117.73475264490037,39.81884335578796,3
蒙自,103.51669152582932,23.338656934664055,3
衡山,112.7196300203622,27.28191237682782,3
涟源,111.79458146238385,27.743727453351454,3
桃村,110.7530153014798,36.12430302332448,3
芦台,117.83195389236255,39.33432833068875,3
武义,119.72083317224252,28.774055561598235,3
白河,109.91837503137312,32.72986467139815,3
淮滨,115.32456065214419,32.4465735490796,3
精河,82.92236170099183,44.55756845450912,3
永康,120.10868352215253,28.940176566982796,3
福海,88.05087055348731,46.391693535493246,3
泊头,116.38923597744922,38.090278710884434,3
泽普,77.22640823890102,38.12255269910619,3
榆次,112.8437365271623,37.65082468905364,3
梅州,116.12640309836864,24.30457060603053,3
佛山,113.1340256353934,23.035094840514382,3
黄石,115.05068316392396,30.21612712771406,3
山海关,119.71361557969767,40.03289962810107,3
金寨,115.77931490356178,31.47909281966015,3
合浦,109.33539345630534,21.740444343773916,3
巩义,113.03959002892162,34.703798883243074,3
师宗,104.12947917517464,24.68019802556553,3
台前,115.88573804862578,35.96638912657204,3
随州,113.37935836429192,31.717857608188574,3
乐清,121.01617490317571,28.2618389887699,3
建瓯,118.48514716959122,27.044913662798578,3
平泉,118.73932350857935,41.07530376870277,3
原平,112.68212831914165,38.83887617274653,3
广德,119.36471289715527,30.893949749016134,3
丰都,107.8375173642987,29.890595717682068,3
鄯善,90.6559041201318,42.38370438347392,3
建始,109.93959920980721,30.578575985622745,3
黄州,114.94956939747928,30.518802478735637,3
尼勒克,83.23110039646029,43.81673094906465,3
东安,129.8604467574942,44.40840449937744,3
黔江,108.71480796401747,29.44098103358439,3
宿松,116.25351835627968,30.10821663508268,3
天义,120.85869935734087,40.75020158786185,3
临海,121.22191927301837,28.857388590573088,3
图们,129.8343107602306,43.03054892372987,3
固安,116.28967015726496,39.35110594099413,3
婺源,117.78748504184291,29.327231721147932,3
固原,106.28526799598252,36.02152348070926,3
四合永,116.28046547318645,40.13401296746962,3
丰台,116.2583703354677,39.84193785220474,3
长寿,107.1466153713222,29.960491355030268,3
嘉祥,116.30729105899024,35.434199027209324,3
中山,121.67796628922625,38.900436431991984,3
咸宁,114.30006059206065,29.88065675772815,3
和硕,87.58871647732528,42.1410760673274,3
丽江,100.22962839887937,26.875351089481363,3
铁岭,123.85484961461594,42.29975701212545,3
霍林郭勒,119.57974844021628,45.528106056329776,3
即墨北,120.52110561990881,36.48790860159858,3
旬阳,109.42357994353087,32.902076990198,3
二连浩特,111.9661784137779,43.4177804582257,3
敦煌,94.15804176645081,40.38877149934441,3
兴义,104.85783724276915,25.002543765436346,3
马鞍山,118.515881846623,31.688528158880025,3
北屯,87.93773812878268,47.27959189346318,3
饶阳,115.74000746167843,38.2230592410421,3
上海虹桥,121.3369687810281,31.230824701233697,3
昆山,120.96580778410554,31.32893679549736,3
南京南,118.77807440802562,32.05723550180587,3
辛集,115.29874950520801,37.924121876409345,3
兴安,130.2443753363412,47.233710065720295,3
新干,115.5068393538078,27.7385799192104,3
德清,120.0498313898519,30.56758288104248,3
普兰店,122.21603953088392,39.651792833683544,3
松江河,127.8595633103331,42.78803645005073,3
牙克石,121.51266780551569,49.32999593959703,2
白银西,104.20564932849953,36.501821828710106,2
商南,110.76653283748148,33.411702755167845,2
阳泉北,113.56923760163296,37.86952949322259,2
兴宁,108.41762068739072,22.924530825242623,2
略阳,106.16283351203505,33.38537353380397,2
商洛,109.93420815379513,33.87390739508516,2
独山,107.56375230977895,25.636840589582594,2
田东,107.19163711740768,23.614585367816996,2
茶陵,113.6524812712031,26.806729309467293,2
鲁山,112.74030934124376,33.74869738819129,2
防城港,108.35179115286083,21.61739847047181,2
高安,115.30448193078216,28.36523180795649,2
琼海,110.41435935151284,19.21483036861679,2
临泽,100.19122429387708,39.34703167444593,2
海安,120.47392692165361,32.553985066143284,2
大方,105.73720221998492,27.253059626031487,2
冷水江,111.49394197481614,27.684914712556072,2
清河,124.2757801644583,42.50855704819172,2
枣强,115.75767748261335,37.461024106053756,2
眉山,103.84142956286796,30.06111507994454,2
满洲里,117.60368677619397,49.500031717154286,2
滨海,120.02660867811394,34.09231717639178,2
博兴,118.22571531704675,37.191353845809594,2
溧阳,119.38283894830988,31.42524193101212,2
莎车,77.0148331640723,38.322587836687376,2
南丰,116.50036153347828,27.114896155720853,2
青铜峡,105.96146159918376,37.94212474288449,2
湘乡,112.35516854770837,27.77667974388013,2
云霄,117.33811055639565,23.98492459087065,2
北戴河,119.47932079421292,39.854292584186524,2
叙永,105.46859233328205,28.099206628495736,2
北安,127.11154600578443,48.11594572395296,2
渠县,106.98760176611911,30.948814160650215,2
利津南,118.40033677253352,37.655326413662806,2
利川,108.82709975352698,30.239967021929914,2
白山市,126.43579767534614,41.94585939701795,2
盐池,107.04976116152339,37.625336523187585,2
乌鲁木齐南,87.56498774111579,43.84038034721766,2
南陵,118.28821596372245,30.895981862699717,2
五莲,119.24943283239615,35.744382733587585,2
深州,115.58669880842099,37.95701286270159,2
丰镇,113.30867650253073,40.558336025296484,2
阿克陶,75.25863811178208,38.63249432799387,2
大杨树,115.47270351635737,38.88240682211786,2
平顶山西,113.30084897797529,33.74530145652439,2
鄂州,114.89559404135665,30.384439322752247,2
永修,115.74247538365522,29.14131062324219,2
海伦,126.89712924927524,47.44726960483674,2
福鼎,120.19830746411914,27.224828701233616,2
禹城,116.58133068117093,36.91914288959309,2
德保,106.59428466727724,23.38221450982587,2
怀集,112.18024001499298,23.974272952942318,2
上虞,120.8798664265133,30.00645910703046,2
秦安,105.69804091113788,34.95349991991774,2
恭城,110.9094473233273,24.949325584116984,2
邵东,111.85672034136176,27.1936536894769,2
惠安,118.80947288339323,24.991871443314984,2
抚顺,123.92981976705381,41.8773038295909,2
文山,104.03093981246279,23.416009535072305,2
樟树,115.42134592030548,28.002513613496202,2
新和,81.98521627667363,41.3656997036357,2
贵阳北,106.7091770961758,26.62990674144093,2
新晃,109.16874105929666,27.23450910911213,2
梁平,107.72542817192878,30.66436343528977,2
三河,117.02128418408721,39.96742764877024,2
桦南,130.6370154209587,46.306671717134314,2
桑根达来,109.68086206912255,42.207108995200656,2
普者黑,104.13047581156435,24.119211322138526,2
迁安,118.68695461732042,40.04044251326034,2
松原,124.83299453234117,45.136048970084005,2
米易,102.00072626456326,26.932749356485356,2
资阳,112.34312135278857,28.69406942889747,2
柴沟堡,114.4268933499956,40.67656937927395,2
柳林,110.87692675414752,37.403754146297516,2
府谷,110.86693418361835,39.18727246627244,2
讷河,125.07655310393982,48.48145338881144,2
宁明,107.29465888576985,22.005062342038638,2
钟祥,112.58482623118623,31.244981073963892,2
耒阳,112.9215515180963,26.42399279341667,2
太原南,112.5508635890553,37.89027705396754,2
奉化,121.42129377822225,29.60351955274471,2
嫩江,125.7712750896317,49.621866015064384,2
镇远,108.47588809326766,27.12162959684439,2
泸州,105.44397028920636,28.895929803860103,2
祁阳,111.97259355447459,26.460846002508074,2
平邑,117.68244768553613,35.434249996000986,2
绩溪县,118.66377687789947,30.16240108114428,2
定西,104.62663760066474,35.586056241828416,2
宜州,108.54655227960491,24.481176748089286,2
钦州,108.6387980564235,21.973350465312727,2
如皋,120.58014398499533,32.2736162726057,2
尚志,128.31617023053957,45.08389301111806,2
沂水,118.60935780958131,35.91436862936633,2
平昌,107.1673574997565,31.59771477028039,2
平原,116.43007889017849,37.156617614138355,2
常州北,119.98186101345706,31.771396744684242,2
江门,113.07812534115365,22.57511678345104,2
江华,111.75249569192155,24.97764212279621,2
峨眉山,103.40091230855559,29.50700404085018,2
沙河,114.28309250178685,36.93863545934609,2
舒兰,127.11677230894627,44.33546514415817,1
罗平,104.34927875646206,24.983157127291246,1
龙海,117.80759027663238,24.398816824822557,1
龙江,123.08910277314848,47.25889503104764,1
黄口,119.07964014908332,39.40506863778269,1
苍溪,106.11328295035729,31.918551658673035,1
龙川,115.36229172073537,24.334679775760726,1
鲅鱼圈,122.17689658107587,40.2525844844599,1
鹤庆,100.2771745015428,26.335453610599846,1
罗湖,114.15639529324217,22.58193447884779,1
绩溪,118.66377687789947,30.16240108114428,1
龙口,120.5227995064041,37.61040128167655,1
黄冈,114.9066180465751,30.446108937901133,1
高邑,114.60738469340112,37.62265087075653,1
黑河,127.50083029523519,50.250690090738274,1
缙云,120.19188183536475,28.666326291230707,1
黎平,109.07459054884923,26.157513516968482,1
鹰手营子,117.6615540506832,40.553210242004,1
龙南,114.73182493834003,24.77270619858914,1
绥棱,127.71941343153793,47.584142706970724,1
绥芬河,131.102456532855,44.40800517458697,1
黄村,114.72843047642958,36.24491164822494,1
赤峰市,118.9307611921676,42.297112320317325,1
高台,99.60752137380483,39.54167477274971,1
西林,129.22725517858797,47.50096203814344,1
虎林,133.12110607260752,45.997276203515085,1
长庆桥,120.72386168988544,31.164334797039736,1
蚌埠南,117.35707986587582,32.92949890669797,1
蛟河,127.35174186542181,43.716756082246306,1
融水,109.05786347352917,25.343698638546847,1
镇赉,123.45227210722489,45.95617192379575,1
镇安,109.07737051731597,33.380938764863316,1
铁力,128.55251746526525,46.86632868237623,1
襄樊,112.17632579650555,32.094933645820944,1
金罗,114.58251813663004,30.526441057164064,1
金城江,107.87344356952086,24.66076206943251,1
都江堰,103.63734201320867,31.039123659727668,1
蔡家坡,118.12458664543911,24.44026193064773,1
郯城,118.3244306584074,34.64985505351179,1
谷城,111.49595776172735,32.17345155939248,1
贵定,107.20390365281358,26.433663747077368,1
邵武,117.4805722285434,27.23519706961062,1
通渭,105.19397766216413,35.21347376285099,1
连云港东,119.17387221741889,34.60154896700999,1
资中,104.80746566887902,29.81383623500208,1
越西,102.62868133559736,28.592190495109417,1
赶水,106.72706496395953,28.747751473853942,1
